bub,11968,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1486,28,13,32,36,80,8,192,96,21,254,603,1752,2358,1525357726153184,1525357726169900,16716
bub,51376,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,6411,28,18,32,36,80,8,192,96,21,254,603,1752,2358,1525357747742165,1525357747923992,181827
hs,596544,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,74558,28,14,32,36,80,8,192,96,20,254,609,1776,2669,1525357905408151,1525357905445267,37116
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4884,28,18,32,36,64,8,192,72,21,254,598,1752,2423,1525357899378424,1525357899926341,547917
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,7261,28,5,32,36,96,8,192,120,21,254,623,1776,2431,1525357792824677,1525357793083324,258647
bub,13200,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1639,28,2,32,36,80,8,192,96,21,254,603,1752,2358,1525357764880197,1525357764897019,16822
mat,2046432,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,292,28,15,32,36,80,8,192,96,21,254,612,1800,2630,1525357932388287,1525357932746240,357953
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,9091,28,3,32,36,96,8,192,120,21,254,623,1776,2431,1525357736522696,1525357736927939,405243
bub,55920,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,6982,28,8,32,36,80,8,192,96,21,254,603,1752,2358,1525357759662043,1525357759876537,214494
hs,393040,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,49121,28,8,32,36,80,8,192,96,20,254,609,1776,2669,1525357917626031,1525357917650243,24212
mat,532936,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,149,28,9,32,36,80,8,192,96,21,254,612,1800,2646,1525357942791182,1525357942838701,47519
hs,55312,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,6903,28,7,32,36,80,8,192,96,20,254,609,1776,2669,1525357905355825,1525357905359701,3876
bub,69296,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8654,28,11,32,36,80,8,192,96,21,254,603,1752,2358,1525357740423430,1525357740751665,328235
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,769,28,6,32,36,80,8,192,96,21,254,618,1776,2528,1525357834147413,1525357834163552,16139
hs,205200,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,25642,28,12,32,36,80,8,192,96,20,254,609,1776,2669,1525357920340091,1525357920354000,13909
mat,735112,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,175,28,11,32,36,80,8,192,96,21,254,612,1800,2534,1525357941151912,1525357941210364,58452
hs,622144,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,77760,28,1,32,36,80,8,192,96,20,254,609,1776,2669,1525357906318951,1525357906356941,37990
hs,506496,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,63303,28,2,32,36,80,8,192,96,20,254,609,1776,2669,1525357923567121,1525357923597907,30786
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,815,28,3,32,36,80,8,192,96,21,254,618,1776,2528,1525357839881113,1525357839895881,14768
bub,19504,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2429,28,13,32,36,80,8,192,96,21,254,603,1752,2358,1525357707792931,1525357707823318,30387
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4744,28,4,32,36,64,8,192,72,21,254,598,1752,2423,1525357889140325,1525357889659027,518702
hs,172912,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,21606,28,7,32,36,80,8,192,96,20,254,609,1776,2669,1525357916859776,1525357916871827,12051
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,3762,28,15,32,36,64,8,192,72,21,254,598,1752,2423,1525357880726092,1525357881042014,315922
bub,37776,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4713,28,18,32,36,80,8,192,96,21,254,603,1752,2358,1525357788662278,1525357788762702,100424
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,1896,28,6,32,36,96,8,192,120,21,254,623,1776,2431,1525357782494975,1525357782517431,22456
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4084,28,4,32,36,64,8,192,72,21,254,598,1752,2423,1525357845061034,1525357845435331,374297
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,30332,28,18,32,36,96,8,192,120,20,254,629,1800,2758,1525357910679630,1525357910696344,16714
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,4930,28,1,32,36,80,8,192,96,21,254,618,1776,2528,1525357821614831,1525357822175144,560313
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,4908,28,16,32,36,80,8,192,96,21,254,618,1776,2528,1525357855101719,1525357855657812,556093
hs,438448,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,54798,28,16,32,36,80,8,192,96,20,254,609,1776,2669,1525357921737536,1525357921765234,27698
bub,40256,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5021,28,13,32,36,80,8,192,96,21,254,603,1752,2358,1525357728896680,1525357729009238,112558
bub,45520,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5681,28,14,32,36,80,8,192,96,21,254,603,1752,2358,1525357769524187,1525357769669712,145525
bub,68864,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8599,28,19,32,36,80,8,192,96,21,254,603,1752,2358,1525357774045791,1525357774370521,324730
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,1090,28,12,32,36,64,8,192,72,21,254,598,1752,2423,1525357817364645,1525357817391915,27270
hs,260928,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,32608,28,1,32,36,80,8,192,96,20,254,609,1776,2669,1525357905544621,1525357905561137,16516
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,3013,28,2,32,36,64,8,192,72,21,254,598,1752,2423,1525357808991385,1525357809188016,196631
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,33552,28,10,32,36,96,8,192,120,20,254,629,1800,2758,1525357922304237,1525357922322426,18189
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,785,28,15,32,36,80,8,192,96,21,254,618,1776,2528,1525357845919386,1525357845934232,14846
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,3535,28,18,32,36,96,8,192,120,21,254,623,1776,2431,1525357712194121,1525357712257202,63081
bub,73280,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9152,28,2,32,36,80,8,192,96,21,254,603,1752,2358,1525357699656932,1525357700025821,368889
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,1628,28,11,32,36,80,8,192,96,21,254,618,1776,2528,1525357871084175,1525357871139659,55484
bub,27248,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3396,28,1,32,36,80,8,192,96,21,254,603,1752,2358,1525357755688483,1525357755742860,54377
bub,66128,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8258,28,6,32,36,80,8,192,96,21,254,603,1752,2358,1525357716064472,1525357716364781,300309
bub,49728,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,6205,28,6,32,36,80,8,192,96,21,254,603,1752,2358,1525357746234469,1525357746401740,167271
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,3629,28,3,32,36,64,8,192,72,21,254,598,1752,2423,1525357844731099,1525357845024419,293320
hs,440608,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,55066,28,5,32,36,80,8,192,96,20,254,609,1776,2669,1525357924309617,1525357924335724,26107
bub,73728,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9208,28,18,32,36,80,8,192,96,21,254,603,1752,2358,1525357705956774,1525357706328158,371384
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,935,28,14,32,36,64,8,192,72,21,254,598,1752,2423,1525357822685075,1525357822705635,20560
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,1903,28,3,32,36,80,8,192,96,21,254,618,1776,2528,1525357799115547,1525357799192441,76894
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,6277,28,3,32,36,96,8,192,120,21,254,623,1776,2431,1525357765451519,1525357765645090,193571
hs,704928,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,88105,28,9,32,36,80,8,192,96,20,254,609,1776,2669,1525357923675242,1525357923717881,42639
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,5064,28,15,32,36,96,8,192,120,21,254,623,1776,2431,1525357782712960,1525357782839333,126373
bub,36480,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4552,28,2,32,36,80,8,192,96,21,254,603,1752,2358,1525357722489014,1525357722583650,94636
hs,667104,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,83378,28,12,32,36,80,8,192,96,20,254,609,1776,2669,1525357925445912,1525357925485642,39730
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,48669,28,17,32,36,96,8,192,120,20,254,629,1800,2758,1525357912721484,1525357912746168,24684
bub,16848,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2097,28,8,32,36,80,8,192,96,21,254,603,1752,2358,1525357701826284,1525357701850322,24038
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,3124,28,15,32,36,64,8,192,72,21,254,598,1752,2423,1525357858102399,1525357858313124,210725
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,8841,28,5,32,36,96,8,192,120,21,254,623,1776,2431,1525357716881048,1525357717264280,383232
bub,66752,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8334,28,4,32,36,80,8,192,96,21,254,603,1752,2358,1525357771633943,1525357771939776,305833
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,3199,28,7,32,36,64,8,192,72,21,254,598,1752,2423,1525357903176365,1525357903400319,223954
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,1399,28,11,32,36,64,8,192,72,21,254,598,1752,2423,1525357801368949,1525357801413519,44570
bub,73904,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9229,28,10,32,36,80,8,192,96,21,254,603,1752,2358,1525357756281195,1525357756653746,372551
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,39047,28,5,32,36,96,8,192,120,20,254,629,1800,2758,1525357921507520,1525357921527842,20322
bub,31616,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3941,28,2,32,36,80,8,192,96,21,254,603,1752,2358,1525357783978916,1525357784049579,70663
bub,11696,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1453,28,15,32,36,80,8,192,96,21,254,603,1752,2358,1525357770703767,1525357770718102,14335
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,3535,28,18,32,36,96,8,192,120,21,254,623,1776,2431,1525357712194121,1525357712257202,63081
mat,1038432,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,208,28,6,32,36,80,8,192,96,21,254,612,1800,2630,1525357945266779,1525357945380375,113596
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,67875,28,13,32,36,96,8,192,120,20,254,629,1800,2758,1525357922980698,1525357923011836,31138
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,6411,28,14,32,36,96,8,192,120,21,254,623,1776,2431,1525357714829528,1525357715030689,201161
bub,74736,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9331,28,12,32,36,80,8,192,96,21,254,603,1752,2358,1525357746831755,1525357747213829,382074
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,1855,28,3,32,36,80,8,192,96,21,254,618,1776,2528,1525357890241148,1525357890314382,73234
hs,429888,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,53727,28,13,32,36,80,8,192,96,20,254,609,1776,2669,1525357919351949,1525357919378996,27047
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,1475,28,18,32,36,64,8,192,72,21,254,598,1752,2423,1525357835030639,1525357835076765,46126
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,2170,28,13,32,36,64,8,192,72,21,254,598,1752,2423,1525357823053455,1525357823155578,102123
bub,71904,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8980,28,9,32,36,80,8,192,96,21,254,603,1752,2358,1525357748628877,1525357748981730,352853
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,2814,28,18,32,36,64,8,192,72,21,254,598,1752,2423,1525357873026192,1525357873198332,172140
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4597,28,18,32,36,64,8,192,72,21,254,598,1752,2423,1525357886160970,1525357886643374,482404
mat,374664,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,153,28,3,32,36,96,8,192,120,21,254,632,1824,2743,1525357941089210,1525357941133899,44689
hs,701728,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,87707,28,6,32,36,80,8,192,96,20,254,609,1776,2669,1525357913159654,1525357913198954,39300
mat,1753096,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,331,28,2,32,36,96,8,192,120,21,254,632,1824,2695,1525357939749621,1525357940157341,407720
hs,696288,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,87025,28,16,32,36,80,8,192,96,20,254,609,1776,2669,1525357905932757,1525357905974212,41455
bub,27248,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3396,28,1,32,36,80,8,192,96,21,254,603,1752,2358,1525357755688483,1525357755742860,54377
mat,705728,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,210,28,7,32,36,96,8,192,120,21,254,632,1824,2695,1525357945156312,1525357945249116,92804
bub,79840,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9971,28,2,32,36,80,8,192,96,21,254,603,1752,2358,1525357754269851,1525357754705590,435739
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4428,28,14,32,36,64,8,192,72,21,254,598,1752,2423,1525357834570314,1525357835015304,444990
bub,40160,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5012,28,7,32,36,80,8,192,96,21,254,603,1752,2358,1525357738419463,1525357738530985,111522
hs,573104,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,71629,28,15,32,36,80,8,192,96,20,254,609,1776,2669,1525357913358126,1525357913393407,35281
bub,22176,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2763,28,12,32,36,80,8,192,96,21,254,603,1752,2358,1525357703536447,1525357703574584,38137
hs,797056,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,99622,28,6,32,36,80,8,192,96,20,254,609,1776,2669,1525357920790820,1525357920836923,46103
hs,345680,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,43201,28,16,32,36,80,8,192,96,20,254,609,1776,2669,1525357905490042,1525357905512370,22328
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,1731,28,19,32,36,80,8,192,96,21,254,618,1776,2528,1525357831702352,1525357831765691,63339
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,89933,28,8,32,36,96,8,192,120,20,254,629,1800,2758,1525357905113445,1525357905155601,42156
mat,1281544,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,283,28,12,32,36,96,8,192,120,21,254,632,1824,2695,1525357958389498,1525357958620531,231033
fac,160064,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,1273,28,4,32,36,64,8,192,72,21,254,598,1752,2423,1525357813522596,1525357813557340,34744
hs,205200,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,25642,28,12,32,36,80,8,192,96,20,254,609,1776,2669,1525357920340091,1525357920354000,13909
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,3351,28,11,32,36,96,8,192,120,21,254,623,1776,2431,1525357705043332,1525357705101738,58406
hs,451872,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,56475,28,13,32,36,80,8,192,96,20,254,609,1776,2669,1525357924206121,1525357924233928,27807
bub,14112,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1754,28,3,32,36,80,8,192,96,21,254,603,1752,2358,1525357762585682,1525357762604781,19099
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,3515,28,5,32,36,80,8,192,96,21,254,618,1776,2528,1525357861684351,1525357861957175,272824
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,84576,28,6,32,36,96,8,192,120,20,254,629,1800,2758,1525357921190821,1525357921232250,41429
mat,296064,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,136,28,15,32,36,96,8,192,120,21,254,632,1824,2727,1525357938148345,1525357938177539,29194
hs,569024,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,71119,28,3,32,36,80,8,192,96,20,254,609,1776,2669,1525357907862688,1525357907897027,34339
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,2187,28,5,32,36,64,8,192,72,21,254,598,1752,2423,1525357851077095,1525357851180048,102953
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,46461,28,7,32,36,96,8,192,120,20,254,629,1800,2758,1525357918487681,1525357918509691,22010
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4575,28,5,32,36,64,8,192,72,21,254,598,1752,2423,1525357822190270,1525357822669284,479014
mat,1597632,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,258,28,18,32,36,80,8,192,96,21,254,612,1800,2582,1525357934829030,1525357935016242,187212
bub,24448,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3046,28,13,32,36,80,8,192,96,21,254,603,1752,2358,1525357761356385,1525357761401137,44752
hs,462560,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,57810,28,8,32,36,80,8,192,96,20,254,609,1776,2669,1525357918201729,1525357918230740,29011
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,1953,28,9,32,36,80,8,192,96,21,254,618,1776,2528,1525357881704344,1525357881785945,81601
hs,380960,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,47611,28,11,32,36,80,8,192,96,20,254,609,1776,2669,1525357906806901,1525357906829868,22967
bub,46688,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5826,28,11,32,36,80,8,192,96,21,254,603,1752,2358,1525357785652935,1525357785802234,149299
bub,35152,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4383,28,6,32,36,80,8,192,96,21,254,603,1752,2358,1525357788561132,1525357788647660,86528
bub,13488,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1677,28,10,32,36,80,8,192,96,21,254,603,1752,2358,1525357724688383,1525357724705383,17000
hs,358432,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,44795,28,5,32,36,80,8,192,96,20,254,609,1776,2669,1525357913117906,1525357913139502,21596
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,83283,28,2,32,36,96,8,192,120,20,254,629,1800,2758,1525357921323243,1525357921363741,40498
bub,23504,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2929,28,13,32,36,80,8,192,96,21,254,603,1752,2358,1525357715045518,1525357715088368,42850
mat,2661448,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,333,28,1,32,36,80,8,192,96,21,254,612,1800,2678,1525357928229986,1525357928735706,505720
hs,64,37,632,496,162,264,392,92,9,8,28,22,32,104,23,8,42400,28,16,32,36,96,8,192,120,20,254,629,1800,2758,1525357925077560,1525357925100453,22893
hs,95232,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,11895,28,18,32,36,80,8,192,96,20,254,609,1776,2669,1525357910025349,1525357910032598,7249
fac,64,37,624,496,157,240,392,92,9,8,28,20,32,96,23,8,1797,28,6,32,36,80,8,192,96,21,254,618,1776,2528,1525357853581996,1525357853651270,69274
hs,760032,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,94993,28,12,32,36,80,8,192,96,20,254,609,1776,2669,1525357911064116,1525357911109579,45463
mat,296064,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,136,28,4,32,36,96,8,192,120,21,254,632,1824,2727,1525357964118307,1525357964148266,29959
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,4575,28,5,32,36,64,8,192,72,21,254,598,1752,2423,1525357822190270,1525357822669284,479014
hs,393040,37,624,496,155,240,392,92,9,8,28,20,32,96,23,8,49121,28,8,32,36,80,8,192,96,20,254,609,1776,2669,1525357917626031,1525357917650243,24212
bub,35232,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4395,28,1,32,36,80,8,192,96,21,254,603,1752,2358,1525357746095322,1525357746180972,85650
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,9366,28,1,32,36,96,8,192,120,21,254,623,1776,2431,1525357761503907,1525357761933500,429593
bub,17456,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2174,28,16,32,36,80,8,192,96,21,254,603,1752,2358,1525357784674324,1525357784697516,23192
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,7745,28,18,32,36,96,8,192,120,21,254,623,1776,2431,1525357768534335,1525357768829820,295485
bub,37776,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4713,28,18,32,36,80,8,192,96,21,254,603,1752,2358,1525357788662278,1525357788762702,100424
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,2495,28,3,32,36,96,8,192,120,21,254,623,1776,2431,1525357739715703,1525357739751270,35567
fac,160080,37,616,496,150,216,392,92,9,8,28,18,32,88,23,8,2587,28,6,32,36,64,8,192,72,21,254,598,1752,2423,1525357883067246,1525357883211442,144196
