1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,5301,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1698240,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,266,28,32,36,80,8,192,96,21,254,612,1800,2534,4,535216,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,66894,28,32,36,96,8,192,120,20,254,635,1800,3122,14,-7,11,-1
1,20288,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2527,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,32,36,64,8,192,72,21,254,585,1704,2039,3,327304,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,143,28,32,36,96,8,192,120,21,254,632,1824,2727,4,436368,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,54537,28,32,36,96,8,192,120,20,254,635,1800,3122,-7,1,-15,-6
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,3802,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,32,36,64,8,192,72,21,254,585,1704,2039,3,254728,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,103,28,32,36,80,8,192,96,21,254,612,1800,2502,4,320848,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,40096,28,32,36,96,8,192,120,20,254,635,1800,3122,17,-13,-9,-9
1,41664,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5200,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,32,36,64,8,192,72,21,254,585,1704,2039,3,518728,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,147,28,32,36,80,8,192,96,21,254,612,1800,2646,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,90483,28,32,36,112,8,192,144,20,254,655,1824,3227,-6,-14,4,16
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,2162,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,32,36,64,8,192,72,21,254,585,1704,2039,3,591688,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,157,28,32,36,80,8,192,96,21,254,612,1800,2534,4,738576,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,92313,28,32,36,96,8,192,120,20,254,635,1800,3122,-13,3,13,-6
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,9717,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,30,28,32,36,64,8,192,72,21,254,585,1704,2039,3,540096,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,150,28,32,36,80,8,192,96,21,254,612,1800,2534,4,96080,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,12002,28,32,36,96,8,192,120,20,254,635,1800,3122,18,3,10,-12
1,30144,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3758,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,32,36,64,8,192,72,21,254,585,1704,2039,3,914056,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,239,28,32,36,96,8,192,120,21,254,632,1824,2695,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,12748,28,32,36,112,8,192,144,20,254,655,1824,3227,18,3,10,-12
1,77808,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9717,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,30,28,32,36,64,8,192,72,21,254,585,1704,2039,3,540096,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,150,28,32,36,80,8,192,96,21,254,612,1800,2534,4,96080,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,12002,28,32,36,96,8,192,120,20,254,635,1800,3122,1,-2,3,9
1,56192,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,7015,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,32,36,64,8,192,72,21,254,585,1704,2039,3,280032,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,108,28,32,36,80,8,192,96,21,254,612,1800,2630,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,92339,28,32,36,112,8,192,144,20,254,655,1824,3227,-7,1,-15,-6
1,56592,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,7064,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,32,36,64,8,192,72,21,254,585,1704,2039,3,457152,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,138,28,32,36,80,8,192,96,21,254,612,1800,2534,4,629392,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,78665,28,32,36,96,8,192,120,20,254,635,1800,3122,-13,3,13,-6
1,47328,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5908,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,32,36,64,8,192,72,21,254,585,1704,2039,3,411976,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,131,28,32,36,80,8,192,96,21,254,612,1800,2598,4,367376,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,45912,28,32,36,96,8,192,120,20,254,635,1800,3122,1,-2,3,9
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,6741,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,32,36,64,8,192,72,21,254,585,1704,2039,3,226696,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,119,28,32,36,96,8,192,120,21,254,632,1824,2663,4,711264,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,88900,28,32,36,96,8,192,120,20,254,635,1800,3122,2,12,-8,-11
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,5908,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,32,36,64,8,192,72,21,254,585,1704,2039,3,411976,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,131,28,32,36,80,8,192,96,21,254,612,1800,2598,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,45912,28,32,36,112,8,192,144,20,254,655,1824,3227,14,-7,11,-1
1,65664,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8200,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1018560,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,206,28,32,36,80,8,192,96,21,254,612,1800,2534,4,779120,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,97379,28,32,36,96,8,192,120,20,254,635,1800,3122,17,-13,-9,-9
1,10160,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1261,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1500096,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,250,28,32,36,80,8,192,96,21,254,612,1800,2534,4,217952,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,27236,28,32,36,96,8,192,120,20,254,635,1800,3122,2,12,-8,-11
1,10160,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1261,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1500096,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,250,28,32,36,80,8,192,96,21,254,612,1800,2534,4,217952,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,27236,28,32,36,96,8,192,120,20,254,635,1800,3122,2,12,-8,-11
1,62048,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,7745,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,32,36,64,8,192,72,21,254,585,1704,2039,3,463816,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,139,28,32,36,80,8,192,96,21,254,612,1800,2534,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,92279,28,32,36,112,8,192,144,20,254,655,1824,3227,13,-7,-13,-8
1,41664,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5200,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,32,36,64,8,192,72,21,254,585,1704,2039,3,345864,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,147,28,32,36,96,8,192,120,21,254,632,1824,2759,4,723952,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,90483,28,32,36,96,8,192,120,20,254,635,1800,3122,14,-7,11,-1
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,1136,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,374664,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,153,28,32,36,96,8,192,120,21,254,632,1824,2743,4,285008,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,35617,28,32,36,96,8,192,120,20,254,635,1800,3122,-9,-10,0,19
1,78112,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9756,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,32,36,64,8,192,72,21,254,585,1704,2039,3,431040,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,134,28,32,36,80,8,192,96,21,254,612,1800,2534,4,307840,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,38469,28,32,36,96,8,192,120,20,254,635,1800,3122,4,13,10,-3
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,7064,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,32,36,64,8,192,72,21,254,585,1704,2039,3,457152,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,138,28,32,36,80,8,192,96,21,254,612,1800,2534,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,78665,28,32,36,112,8,192,144,20,254,655,1824,3227,4,13,10,-3
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,6450,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1488136,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,249,28,32,36,80,8,192,96,21,254,612,1800,2598,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,75467,28,32,36,112,8,192,144,20,254,655,1824,3227,17,19,-14,-13
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,5908,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,32,36,64,8,192,72,21,254,585,1704,2039,3,411976,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,131,28,32,36,80,8,192,96,21,254,612,1800,2598,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,45912,28,32,36,112,8,192,144,20,254,655,1824,3227,14,-7,11,-1
1,9888,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1226,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,2411848,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,317,28,32,36,80,8,192,96,21,254,612,1800,2534,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,36553,28,32,36,112,8,192,144,20,254,655,1824,3227,2,4,-14,5
1,75024,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,9367,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,32,36,64,8,192,72,21,254,585,1704,2039,3,861312,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,232,28,32,36,96,8,192,120,21,254,632,1824,2695,4,358144,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,44760,28,32,36,96,8,192,120,20,254,635,1800,3122,2,-13,1,-14
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,8615,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,36,28,32,36,64,8,192,72,21,254,585,1704,2039,3,903360,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,194,28,32,36,80,8,192,96,21,254,612,1800,2534,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,67153,28,32,36,112,8,192,144,20,254,655,1824,3227,18,17,-6,7
1,42480,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,5301,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1698240,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,266,28,32,36,80,8,192,96,21,254,612,1800,2534,4,535216,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,66894,28,32,36,96,8,192,120,20,254,635,1800,3122,2,4,-14,5
1,21936,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2734,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1731976,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,329,28,32,36,96,8,192,120,21,254,632,1824,2759,4,426656,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,53324,28,32,36,96,8,192,120,20,254,635,1800,3122,-10,3,0,16
1,70720,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,8829,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1524192,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,252,28,32,36,80,8,192,96,21,254,612,1800,2582,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,43234,28,32,36,112,8,192,144,20,254,655,1824,3227,2,12,-8,-11
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,5405,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1585288,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,257,28,32,36,80,8,192,96,21,254,612,1800,2550,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,46582,28,32,36,112,8,192,144,20,254,655,1824,3227,-7,-6,2,-8
1,34224,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4268,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,32,36,64,8,192,72,21,254,585,1704,2039,3,2381512,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,315,28,32,36,80,8,192,96,21,254,612,1800,2630,4,324592,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,40565,28,32,36,96,8,192,120,20,254,635,1800,3122,-2,18,8,14
1,51488,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,6426,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1359552,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,238,28,32,36,80,8,192,96,21,254,612,1800,2534,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,55118,28,32,36,112,8,192,144,20,254,655,1824,3227,-7,1,-15,-6
1,20288,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2527,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,32,36,64,8,192,72,21,254,585,1704,2039,3,490888,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,143,28,32,36,80,8,192,96,21,254,612,1800,2598,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,54537,28,32,36,112,8,192,144,20,254,655,1824,3227,-7,1,-15,-6
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,8648,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,32,36,64,8,192,72,21,254,585,1704,2039,3,363208,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,123,28,32,36,80,8,192,96,21,254,612,1800,2502,4,475200,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,59391,28,32,36,96,8,192,120,20,254,635,1800,3122,17,19,-14,-13
1,38000,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4741,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,32,36,64,8,192,72,21,254,585,1704,2039,3,437512,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,135,28,32,36,80,8,192,96,21,254,612,1800,2630,4,234816,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,29344,28,32,36,96,8,192,120,20,254,635,1800,3122,2,12,-8,-11
1,20304,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,2527,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,32,36,64,8,192,72,21,254,585,1704,2039,3,490888,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,143,28,32,36,80,8,192,96,21,254,612,1800,2598,4,436368,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,54537,28,32,36,96,8,192,120,20,254,635,1800,3122,1,-2,3,9
1,38560,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4812,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,940992,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,198,28,32,36,80,8,192,96,21,254,612,1800,2534,4,254240,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,31771,28,32,36,96,8,192,120,20,254,635,1800,3122,5,-8,4,-13
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,3176,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1476192,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,248,28,32,36,80,8,192,96,21,254,612,1800,2582,4,554848,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,69347,28,32,36,96,8,192,120,20,254,635,1800,3122,5,-8,4,-13
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,6619,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,36,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1081728,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,260,28,32,36,96,8,192,120,21,254,632,1824,2727,4,708704,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,88577,28,32,36,96,8,192,120,20,254,635,1800,3122,17,19,-14,-13
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,9756,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,32,36,64,8,192,72,21,254,585,1704,2039,3,287424,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,134,28,32,36,96,8,192,120,21,254,632,1824,2695,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,38469,28,32,36,112,8,192,144,20,254,655,1824,3227,-14,-6,-9,-11
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,2548,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,32,28,32,36,64,8,192,72,21,254,585,1704,2039,3,1536328,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,253,28,32,36,80,8,192,96,21,254,612,1800,2598,4,615696,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,76951,28,32,36,96,8,192,120,20,254,635,1800,3122,13,-7,-13,-8
1,38016,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4741,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,32,36,64,8,192,72,21,254,585,1704,2039,3,437512,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,135,28,32,36,80,8,192,96,21,254,612,1800,2630,4,234832,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,29344,28,32,36,96,8,192,120,20,254,635,1800,3122,-8,5,1,3
1,55664,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,6947,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,32,36,64,8,192,72,21,254,585,1704,2039,3,524296,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,181,28,32,36,96,8,192,120,21,254,632,1824,2695,4,619264,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,77398,28,32,36,96,8,192,120,20,254,635,1800,3122,2,4,-14,5
1,8208,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,1015,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,32,36,64,8,192,72,21,254,585,1704,2039,3,2262088,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,307,28,32,36,80,8,192,96,21,254,612,1800,2534,4,492288,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,61525,28,32,36,96,8,192,120,20,254,635,1800,3122,2,12,-8,-11
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,6947,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,34,28,32,36,64,8,192,72,21,254,585,1704,2039,3,786376,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,181,28,32,36,80,8,192,96,21,254,612,1800,2534,4,619248,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,77398,28,32,36,96,8,192,120,20,254,635,1800,3122,-13,3,13,-6
1,33440,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,4172,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,36,28,32,36,64,8,192,72,21,254,585,1704,2039,3,525792,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,148,28,32,36,80,8,192,96,21,254,612,1800,2630,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,76948,28,32,36,112,8,192,144,20,254,655,1824,3227,18,3,10,-12
1,57104,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,7129,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,824584,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,227,28,32,36,96,8,192,120,21,254,632,1824,2695,4,500896,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,62603,28,32,36,96,8,192,120,20,254,635,1800,3122,-7,1,-15,-6
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,4439,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,33,28,32,36,64,8,192,72,21,254,585,1704,2039,3,803848,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,183,28,32,36,80,8,192,96,21,254,612,1800,2534,4,64,37,640,496,189,288,400,92,9,8,28,24,48,112,23,8,31261,28,32,36,112,8,192,144,20,254,655,1824,3227,2,12,-8,-11
1,48896,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,6102,28,32,36,80,8,192,96,21,254,603,1752,2358,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,32,36,64,8,192,72,21,254,585,1704,2039,3,2473096,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,321,28,32,36,80,8,192,96,21,254,612,1800,2598,4,518000,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,64742,28,32,36,96,8,192,120,20,254,635,1800,3122,18,3,10,-12
1,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,7745,28,32,36,96,8,192,120,21,254,623,1776,2431,2,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,32,36,64,8,192,72,21,254,585,1704,2039,3,309256,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,139,28,32,36,96,8,192,120,21,254,632,1824,2695,4,738304,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,92279,28,32,36,96,8,192,120,20,254,635,1800,3122,5,-8,4,-13
